F/A(MF),T/D3(MT),UEP (MPa),LEP (MPa),SE(kW· h/m3),FPI,TPI,PR(mm/r)
0.640284,0.661039,0.454545,0.6,0.220226,0.200309,0.219512,0.193542
0.676263,0.745455,0.606061,0.7,0.336271,0.291763,0.335586,0.131264
0.730219,0.745455,0.575758,0.675,0.309492,0.288327,0.308644,0.146362
0.658273,0.661039,0.606061,0.65,0.256271,0.240719,0.255535,0.16125
0.69424,0.661039,0.606061,0.625,0.301356,0.299207,0.300563,0.131264
0.910065,0.830519,0.575758,0.65,0.371864,0.388534,0.370606,0.131264
0.910065,0.830519,0.575758,0.65,0.340452,0.355113,0.339158,0.147201
0.730219,0.830519,0.545455,0.6,0.426328,0.361949,0.425642,0.108828
0.69424,0.830519,0.606061,0.65,0.316271,0.25348,0.315572,0.16125
0.721218,1.0,0.575758,0.625,0.350282,0.244122,0.349592,0.176138
0.730219,0.914935,0.606061,0.65,0.444407,0.344547,0.443833,0.116377
0.56835,0.237013,0.757576,0.725,0.046215,0.093967,0.045403,0.370937
0.532371,0.279221,0.757576,0.675,0.067119,0.10928,0.066417,0.301111
0.460426,0.237013,0.787879,0.775,0.081921,0.13225,0.081426,0.213672
0.564743,0.381169,0.757576,0.8,0.11435,0.150435,0.113696,0.231076
0.730219,0.914935,0.727273,0.75,0.562147,0.438515,0.561726,0.082617
0.730219,0.872727,0.666667,0.75,0.538192,0.438515,0.537711,0.082617
0.766186,0.847403,0.818182,0.8,0.557514,0.488921,0.556923,0.074858
0.766186,0.914935,0.727273,0.75,0.706102,0.578886,0.705816,0.056406
0.514382,0.364286,0.69697,0.675,0.109718,0.137036,0.109193,0.231076
0.69424,0.618831,0.757576,0.775,0.368701,0.390661,0.368105,0.091424
0.730219,0.830519,0.727273,0.775,0.514237,0.438515,0.513696,0.082617
0.69424,0.788312,0.727273,0.725,0.576723,0.493547,0.57636,0.063326
0.748196,0.898052,0.727273,0.775,0.363955,0.292189,0.363203,0.148249
0.730219,0.914935,0.878788,0.95,0.66113,0.517474,0.660788,0.063326
0.532371,0.152597,0.878788,0.7,0.076045,0.196055,0.075422,0.16125
0.442448,0.22013,0.757576,0.75,0.093446,0.153873,0.0931,0.173621
0.478415,0.303247,0.727273,0.8,0.13887,0.1901,0.138423,0.148249
0.634891,0.745455,0.757576,0.8,0.386102,0.316859,0.385615,0.108828
0.712229,0.745455,0.727273,0.8,0.436271,0.400232,0.435647,0.091424
0.640284,0.745455,0.727273,0.775,0.346102,0.285382,0.345591,0.126232
0.640284,0.661039,0.757576,0.825,0.310169,0.285382,0.309568,0.126232
0.742803,0.813636,0.757576,0.775,0.331977,0.290147,0.331182,0.148249
0.676263,0.728571,0.757576,0.7,0.247684,0.217323,0.246862,0.187461
0.676263,0.661039,0.757576,0.775,0.202373,0.193503,0.201501,0.213672
0.730219,0.745455,0.787879,0.8,0.306441,0.285382,0.305567,0.148249
0.760792,0.72013,0.818182,0.8,0.344633,0.34585,0.343745,0.122038
0.748196,0.788312,0.787879,0.575,0.521808,0.478074,0.521201,0.074858
0.775174,0.914935,0.818182,0.825,0.526328,0.433729,0.525704,0.091424
0.730219,0.733117,0.757576,0.775,0.380339,0.361949,0.379611,0.108828
0.784175,0.847403,0.757576,0.775,0.370508,0.329134,0.369606,0.135039
0.694429,0.347403,0.757576,0.775,0.185198,0.32215,0.18424,0.119312
0.622306,0.237013,0.757576,0.775,0.124746,0.266241,0.123914,0.133361
0.526978,0.237013,0.606061,0.6,0.145989,0.265815,0.145465,0.108828
0.514382,0.194805,0.727273,0.7,0.123277,0.254461,0.122759,0.111973
0.478415,0.237013,0.757576,0.725,0.092542,0.154937,0.092101,0.187461
0.496404,0.322078,0.727273,0.725,0.127571,0.171951,0.12712,0.173621
0.550361,0.253896,0.727273,0.775,0.143503,0.258265,0.142964,0.119312
0.521585,0.491558,0.757576,0.775,0.21096,0.207449,0.210507,0.147201
0.595328,0.508442,0.727273,0.675,0.35322,0.385876,0.352795,0.074858
0.56835,0.516883,0.757576,0.775,0.234237,0.239443,0.23372,0.136507
0.478415,0.398052,0.666667,0.65,0.221808,0.242846,0.221514,0.108828
0.550361,0.448701,0.727273,0.725,0.375819,0.425754,0.37561,0.056406
0.730219,0.559091,0.69697,0.7,0.236045,0.285382,0.235122,0.148249
0.658273,0.661039,0.69697,0.725,0.318531,0.301088,0.317881,0.122038
0.496404,0.203247,0.636364,0.625,0.120904,0.234338,0.12045,0.119312
0.514382,0.194805,0.818182,0.75,0.09096,0.189675,0.090432,0.16125
0.514382,0.237013,0.606061,0.625,0.105989,0.189675,0.105441,0.16125
0.69424,0.830519,0.757576,0.825,0.514124,0.418097,0.513696,0.082617
0.730219,0.914935,0.727273,0.775,0.562147,0.438515,0.561726,0.082617
0.478415,0.135714,0.757576,0.775,0.111864,0.275812,0.111445,0.091424
0.442448,0.194805,0.727273,0.725,0.128927,0.231438,0.128636,0.105263
0.69424,0.745455,0.727273,0.8,0.511073,0.459251,0.510694,0.071294
0.640284,0.914935,0.757576,0.775,0.490056,0.336427,0.489681,0.101279
0.622306,0.813636,0.69697,0.75,0.471977,0.352378,0.47167,0.091424
0.532371,0.372727,0.69697,0.75,0.181921,0.232212,0.181487,0.131264
0.676263,0.635714,0.787879,0.8,0.312542,0.314095,0.31182,0.119312
0.561147,0.516883,0.69697,0.725,0.259774,0.263051,0.259287,0.119312
0.586328,0.653896,0.727273,0.75,0.294802,0.251517,0.294328,0.133361
0.586328,0.914935,0.727273,0.775,0.345989,0.215197,0.345591,0.16125
0.640284,0.745455,0.69697,0.7,0.219548,0.177623,0.218846,0.22122
0.730219,0.745455,0.727273,0.775,0.196497,0.180104,0.195497,0.251206
0.730219,0.745455,0.666667,0.75,0.361356,0.338022,0.3606,0.119312
0.424459,0.144156,0.787879,0.725,0.067006,0.145862,0.066618,0.176138
0.428054,0.152597,0.727273,0.775,0.075819,0.159048,0.075422,0.16125
0.487404,0.305195,0.727273,0.775,0.120339,0.166705,0.11985,0.176138
0.532371,0.322078,0.787879,0.775,0.111073,0.159899,0.110445,0.203187
0.550361,0.305195,0.666667,0.7,0.094124,0.146606,0.093433,0.231076
0.550361,0.364286,0.69697,0.725,0.114463,0.152809,0.11378,0.22122
0.58453,0.448701,0.727273,0.75,0.156723,0.185129,0.156098,0.191235
0.56835,0.448701,0.69697,0.725,0.158192,0.181793,0.157532,0.189138
0.550361,0.406494,0.757576,0.775,0.144859,0.176163,0.144288,0.189138
0.577339,0.448701,0.787879,0.8,0.132429,0.153784,0.131707,0.231076
0.589923,0.474675,0.727273,0.75,0.149379,0.169002,0.148668,0.213672
0.505393,0.448701,0.69697,0.75,0.141921,0.145011,0.141463,0.213672
0.586328,0.448701,0.787879,0.85,0.132429,0.156177,0.131707,0.231076
0.56835,0.364286,0.666667,0.725,0.118079,0.162877,0.117448,0.213672
0.577339,0.364286,0.666667,0.725,0.109944,0.153784,0.109193,0.231076
0.636688,0.414935,0.757576,0.85,0.159096,0.218954,0.158307,0.173621
0.640284,0.448701,0.787879,0.875,0.15209,0.196055,0.15122,0.198155
0.550361,0.491558,0.636364,0.675,0.11209,0.113109,0.111445,0.301111
0.541372,0.322078,0.606061,0.7,0.088136,0.128805,0.08743,0.260013
0.550361,0.406494,0.606061,0.675,0.082147,0.098221,0.081426,0.344726
0.622306,0.474675,0.69697,0.75,0.095141,0.111833,0.094235,0.344726
0.622306,0.406494,0.636364,0.725,0.08226,0.111833,0.081426,0.344726
0.604317,0.448701,0.606061,0.675,0.083729,0.100348,0.082927,0.370937
0.604317,0.448701,0.787879,0.775,0.083729,0.100348,0.082927,0.370937
0.640284,0.448701,0.636364,0.7,0.083842,0.106728,0.082927,0.370937
0.658273,0.364286,0.69697,0.75,0.091977,0.146543,0.091032,0.279304
0.658273,0.364286,0.727273,0.8,0.091977,0.146543,0.091032,0.279304
0.69424,0.406494,0.606061,0.65,0.109153,0.166183,0.10817,0.259174
0.69424,0.474675,0.606061,0.6,0.139435,0.184889,0.138462,0.231076
0.721218,0.322078,0.606061,0.625,0.186441,0.357695,0.185492,0.108828
0.712229,0.322078,0.606061,0.65,0.146441,0.278576,0.145465,0.148249
0.676263,0.322078,0.606061,0.65,0.106441,0.193503,0.105441,0.213672
0.76259,0.305195,0.606061,0.7,0.174915,0.369605,0.173791,0.111973
0.766186,0.338961,0.666667,0.7,0.251751,0.488921,0.250732,0.074858
0.793164,0.364286,0.69697,0.775,0.133333,0.254189,0.132125,0.187461
0.784175,0.381169,0.666667,0.725,0.210282,0.379618,0.20912,0.111973
0.640284,0.305195,0.69697,0.75,0.139887,0.251353,0.139062,0.148249
0.640284,0.322078,0.727273,0.75,0.076384,0.13225,0.075422,0.301111
0.56835,0.279221,0.606061,0.65,0.058192,0.101624,0.057411,0.344726
0.550361,0.322078,0.636364,0.675,0.06113,0.090777,0.060413,0.370937
0.56835,0.364286,0.666667,0.7,0.074124,0.101624,0.07342,0.344726
0.56835,0.406494,0.666667,0.7,0.082147,0.101624,0.081426,0.344726
0.640284,0.313636,0.666667,0.725,0.124633,0.219326,0.123806,0.17446
0.658273,0.322078,0.636364,0.725,0.09887,0.175319,0.097936,0.231076
0.676263,0.406494,0.666667,0.7,0.130395,0.193503,0.129456,0.213672
0.658273,0.406494,0.666667,0.725,0.101582,0.146543,0.100638,0.279304
0.658273,0.406494,0.757576,0.775,0.09435,0.136078,0.093433,0.301111
0.667262,0.491558,0.727273,0.775,0.129153,0.159176,0.128255,0.260013
0.658273,0.448701,0.69697,0.775,0.118983,0.157007,0.118049,0.260013
0.577339,0.406494,0.69697,0.75,0.094124,0.118851,0.093433,0.301111
0.586328,0.406494,0.727273,0.825,0.08226,0.105026,0.081426,0.344726
0.586328,0.414935,0.606061,0.675,0.127571,0.161542,0.126862,0.222898
0.622306,0.406494,0.666667,0.75,0.119322,0.163043,0.118493,0.235269
0.622306,0.364286,0.636364,0.7,0.07435,0.111833,0.07342,0.344726
0.730219,0.491558,0.666667,0.7,0.17322,0.234338,0.172149,0.187461
